Date,Open,High,Low,Close,Adj Close,Volume
2023-01-24,60.080002,61.849998,59.799999,60.549999,59.165504,10103300
2023-01-25,60.200001,60.939999,59.889999,60.930000,59.536819,11265800
2023-01-26,60.810001,61.099998,60.570000,60.810001,59.419563,11884800
2023-01-27,60.840000,60.959999,60.369999,60.490002,59.106880,14087000
2023-01-30,60.540001,61.169998,60.459999,60.639999,59.253452,15632000
2023-01-31,60.980000,61.340000,60.509998,61.320000,59.917900,14344400
2023-02-01,61.139999,61.580002,60.619999,61.330002,59.927673,12535400
2023-02-02,60.799999,61.020000,59.910000,60.279999,58.901680,16947200
2023-02-03,60.349998,60.419998,59.230000,59.830002,58.461971,15404400
2023-02-06,59.790001,60.340000,59.720001,60.169998,58.794193,11330900
2023-02-07,59.669998,60.240002,59.540001,60.070000,58.696484,14922700
2023-02-08,59.919998,59.919998,59.590000,59.720001,58.354485,11012000
2023-02-09,60.150002,60.320000,59.599998,59.619999,58.256767,12515300
2023-02-10,59.720001,59.900002,58.880001,59.619999,58.256767,14420700
2023-02-13,59.900002,60.759998,59.730000,60.599998,59.214363,16191800
2023-02-14,60.209999,60.900002,59.560001,59.590000,58.227459,20505700
2023-02-15,59.900002,59.930000,59.230000,59.590000,58.227459,13171400
2023-02-16,59.230000,59.820000,58.950001,59.220001,57.865917,16538300
2023-02-17,59.500000,60.230000,59.380001,60.119999,58.745335,16814700
2023-02-21,59.990002,60.230000,59.720001,59.799999,58.432655,14278300
2023-02-22,59.849998,60.360001,59.750000,59.980000,58.608540,12409600
2023-02-23,60.009998,60.419998,59.810001,60.090000,58.716026,12222800
2023-02-24,59.680000,59.910000,59.389999,59.840000,58.471741,9736200
2023-02-27,60.180000,60.299999,59.740002,59.820000,58.452198,8849800
2023-02-28,59.700001,59.700001,59.139999,59.509998,58.149284,16082200
2023-03-01,59.130001,59.180000,58.369999,58.860001,57.514149,13275800
2023-03-02,58.840000,59.779999,58.799999,59.720001,58.354485,11758300
2023-03-03,59.549999,59.680000,59.209999,59.439999,58.080887,13101800
2023-03-06,59.259998,60.380001,59.220001,60.360001,58.979855,16282700
2023-03-07,60.490002,60.570000,59.750000,60.009998,58.637856,13961200
2023-03-08,60.040001,60.330002,59.730000,60.040001,58.667168,10851600
2023-03-09,60.540001,60.540001,59.279999,59.459999,58.100430,13900900
2023-03-10,59.700001,60.139999,58.990002,59.209999,57.856144,13745800
2023-03-13,59.290001,60.869999,59.250000,59.810001,58.442429,21956000
2023-03-14,60.000000,60.459999,59.349998,60.029999,58.657398,19496900
2023-03-15,59.430000,60.480000,59.240002,60.430000,59.048252,21089900
2023-03-16,60.090000,60.340000,59.700001,60.299999,59.373180,15658300
2023-03-17,60.310001,60.349998,59.639999,60.020000,59.097481,27351200
2023-03-20,60.160000,60.599998,59.970001,60.599998,59.668568,12904100
2023-03-21,60.570000,60.750000,59.880001,60.320000,59.392868,13716500
2023-03-22,60.400002,60.869999,60.029999,60.049999,59.127022,10494200
2023-03-23,60.090000,60.389999,59.720001,59.919998,58.999020,15479000
2023-03-24,60.250000,61.020000,59.910000,60.900002,59.963959,12975600
2023-03-27,61.139999,61.480000,60.950001,61.349998,60.407036,12777400
2023-03-28,61.389999,61.740002,61.270000,61.419998,60.475964,10925700
2023-03-29,61.720001,61.950001,61.590000,61.860001,60.909203,9441000
2023-03-30,61.880001,62.090000,61.660000,61.849998,60.899353,9870700
2023-03-31,62.060001,62.250000,61.869999,62.029999,61.076588,14440900
2023-04-03,62.299999,62.520000,61.860001,62.400002,61.440899,12300700
2023-04-04,62.389999,62.740002,62.080002,62.209999,61.253822,11433400
2023-04-05,62.529999,63.020000,62.500000,62.799999,61.834751,12789600
2023-04-06,62.860001,63.040001,62.380001,62.840000,61.874138,9644200
2023-04-10,62.490002,62.689999,62.020000,62.689999,61.726440,7952600
2023-04-11,62.650002,62.709999,62.400002,62.580002,61.618137,9913000
2023-04-12,62.480000,63.029999,62.310001,62.689999,61.726440,9593700
2023-04-13,62.759998,63.160000,62.480000,63.150002,62.179375,9871400
2023-04-14,63.049999,63.150002,62.779999,63.049999,62.080910,8946000
2023-04-17,63.320000,63.529999,63.139999,63.459999,62.484608,9452400
2023-04-18,63.509998,63.599998,63.189999,63.560001,62.583073,9035700
2023-04-19,63.730000,63.830002,63.430000,63.680000,62.701225,9769500
2023-04-20,63.630001,64.000000,63.439999,63.959999,62.976925,10706400
2023-04-21,64.000000,64.269997,63.799999,64.050003,63.065544,12931100
2023-04-24,64.750000,64.989998,63.619999,63.950001,62.967075,15532300
2023-04-25,64.169998,64.169998,63.630001,63.849998,62.868614,12818900
2023-04-26,63.560001,63.770000,63.389999,63.549999,62.573227,13179600
2023-04-27,63.529999,63.759998,63.110001,63.680000,62.701225,13795800
2023-04-28,63.610001,64.160004,63.480000,64.150002,63.164001,13686700
2023-05-01,64.150002,64.690002,64.059998,64.300003,63.311699,9091500
2023-05-02,64.139999,64.139999,63.270000,64.010002,63.026154,10948400
2023-05-03,64.019997,64.180000,63.580002,63.650002,62.671688,11084600
2023-05-04,63.740002,63.930000,63.509998,63.720001,62.740616,11938300
2023-05-05,63.639999,64.209999,63.630001,64.019997,63.035999,9037300
2023-05-08,63.810001,64.059998,63.610001,63.919998,62.937534,7240700
2023-05-09,63.639999,63.750000,63.279999,63.389999,62.415684,9067700
2023-05-10,63.320000,63.639999,62.990002,63.500000,62.523994,10134000
2023-05-11,63.580002,63.930000,63.009998,63.860001,62.878460,9581500
2023-05-12,63.860001,64.190002,63.700001,64.110001,63.124619,8739600
2023-05-15,64.220001,64.250000,63.709999,63.939999,62.957230,8150000
2023-05-16,63.900002,63.900002,63.160000,63.220001,62.248295,9129600
2023-05-17,63.400002,63.419998,62.730000,63.150002,62.179375,11583000
2023-05-18,63.009998,63.040001,62.570000,62.799999,61.834751,13595100
2023-05-19,63.040001,63.099998,62.610001,62.830002,61.864292,14242100
2023-05-22,62.790001,62.869999,61.439999,61.509998,60.564579,15055400
2023-05-23,61.509998,61.669998,61.169998,61.400002,60.456272,13932700
2023-05-24,61.380001,61.430000,60.720001,60.880001,59.944263,11090100
2023-05-25,60.470001,60.730000,60.150002,60.410000,59.481487,14463600
2023-05-26,60.450001,60.639999,60.110001,60.259998,59.333790,12570300
2023-05-30,60.090000,60.200001,59.520000,59.779999,58.861172,15634200
2023-05-31,59.919998,60.279999,59.369999,59.660000,58.743015,59432200
2023-06-01,59.939999,60.169998,59.770000,60.000000,59.077789,13402700
2023-06-02,60.270000,61.320000,60.080002,61.160000,60.219959,15256300
2023-06-05,61.000000,61.439999,60.549999,60.750000,59.816261,12915600
2023-06-06,60.950001,60.990002,60.119999,60.310001,59.383026,10943500
2023-06-07,60.009998,60.360001,59.820000,60.220001,59.294411,16817900
2023-06-08,60.130001,60.410000,59.980000,60.369999,59.442101,15585900
2023-06-09,60.270000,60.669998,60.169998,60.470001,59.540565,12581500
2023-06-12,60.590000,60.650002,60.020000,60.209999,59.284557,14208900
2023-06-13,60.209999,60.669998,60.040001,60.450001,59.520874,13397800
2023-06-14,60.730000,61.080002,60.599998,60.860001,59.924572,14099700
2023-06-15,60.610001,61.299999,60.340000,61.230000,60.748039,15271400
2023-06-16,61.599998,62.169998,61.480000,61.669998,61.184574,26735800
2023-06-20,61.590000,61.959999,61.240002,61.259998,60.777802,13971800
2023-06-21,61.310001,61.720001,60.980000,61.430000,60.946465,13948700
2023-06-22,61.810001,62.099998,61.590000,61.849998,61.363155,15193400
2023-06-23,61.939999,61.970001,61.180000,61.200001,60.718277,25103600
2023-06-26,61.209999,61.290001,60.389999,61.220001,60.738117,12856100
2023-06-27,61.220001,61.360001,60.980000,61.090000,60.609142,9068500
2023-06-28,60.880001,61.040001,60.400002,60.520000,60.043629,11173200
2023-06-29,60.220001,60.349998,59.770000,60.020000,59.547562,17142300
2023-06-30,60.000000,60.349998,59.869999,60.220001,59.745991,19737000
2023-07-03,60.200001,60.630001,60.029999,60.580002,60.103157,9694500
2023-07-05,60.279999,61.099998,60.160000,61.029999,60.549610,14716600
2023-07-06,60.730000,61.020000,60.500000,60.560001,60.083313,12603900
2023-07-07,60.310001,60.500000,59.730000,59.759998,59.289608,14565500
2023-07-10,59.970001,60.150002,59.139999,59.310001,58.843151,15480600
2023-07-11,59.459999,59.560001,58.840000,59.520000,59.051498,15970100
2023-07-12,59.750000,60.049999,59.450001,59.840000,59.368980,14241300
2023-07-13,60.119999,60.459999,59.980000,60.349998,59.874962,11269800
2023-07-14,60.139999,61.040001,60.090000,60.900002,60.420639,11631600
2023-07-17,60.759998,61.099998,60.490002,60.810001,60.331345,10014300
2023-07-18,60.959999,61.250000,60.410000,60.570000,60.093235,11152900
2023-07-19,60.770000,61.790001,60.680000,61.639999,61.154812,12936000
2023-07-20,61.680000,62.410000,61.669998,62.389999,61.898907,11563000
2023-07-21,62.459999,62.680000,62.240002,62.439999,61.948513,12813200
2023-07-24,62.419998,62.810001,62.400002,62.459999,61.968357,10251100
2023-07-25,62.299999,62.389999,62.049999,62.250000,61.760010,13422700
2023-07-26,61.860001,63.169998,61.389999,63.049999,62.553711,17145500
2023-07-27,63.049999,63.270000,62.380001,62.439999,61.948513,11517100
2023-07-28,62.590000,62.770000,62.220001,62.480000,61.988197,9721800
2023-07-31,62.450001,62.450001,61.730000,61.930000,61.442528,15577900
2023-08-01,62.090000,62.360001,61.619999,61.770000,61.283787,9281600
2023-08-02,61.560001,62.590000,61.560001,61.959999,61.472290,11059400
2023-08-03,61.869999,62.119999,61.529999,61.639999,61.154812,8037400
2023-08-04,61.680000,61.889999,60.619999,60.709999,60.232132,9356600
2023-08-07,60.790001,61.330002,60.740002,61.189999,60.708351,6982600
2023-08-08,61.189999,61.349998,60.619999,60.919998,60.440475,7956100
2023-08-09,60.910000,61.630001,60.750000,61.060001,60.579376,7904100
2023-08-10,61.349998,61.730000,60.790001,60.919998,60.440475,7870300
2023-08-11,60.840000,61.200001,60.689999,61.169998,60.688507,8483400
2023-08-14,61.320000,61.480000,60.750000,60.880001,60.400795,7176300
2023-08-15,60.689999,60.900002,60.369999,60.470001,59.994022,7187400
2023-08-16,60.540001,60.820000,60.400002,60.480000,60.003941,8372300
2023-08-17,60.580002,61.020000,60.450001,60.610001,60.132919,12873500
2023-08-18,60.540001,61.090000,60.369999,60.950001,60.470242,11082300
2023-08-21,60.860001,60.930000,60.320000,60.430000,59.954334,8648500
2023-08-22,60.340000,60.580002,59.980000,60.060001,59.587250,9412200
2023-08-23,60.200001,60.439999,60.160000,60.270000,59.795597,7749500
2023-08-24,60.270000,60.880001,60.090000,60.110001,59.636856,8955100
2023-08-25,60.410000,60.570000,60.009998,60.389999,59.914650,7629200
2023-08-28,60.549999,60.730000,60.369999,60.560001,60.083313,6254300
2023-08-29,60.560001,60.630001,60.150002,60.500000,60.023785,8189600
2023-08-30,60.639999,60.740002,60.290001,60.470001,59.994022,9447900
2023-08-31,60.299999,60.470001,59.810001,59.830002,59.359058,14663500
2023-09-01,60.000000,60.130001,59.119999,59.310001,58.843151,11257200
2023-09-05,59.250000,59.320000,58.669998,58.820000,58.357010,12474600
2023-09-06,58.619999,58.830002,58.419998,58.779999,58.317322,13923500
2023-09-07,58.950001,59.160000,58.299999,58.330002,57.870869,17628600
2023-09-08,58.299999,58.410000,58.009998,58.330002,57.870869,14312300
2023-09-11,58.400002,58.990002,58.230000,58.880001,58.416538,14767400
2023-09-12,58.990002,59.000000,58.189999,58.299999,57.841103,12292700
2023-09-13,58.400002,58.680000,58.340000,58.439999,57.980000,12641400
2023-09-14,58.240002,58.590000,58.189999,58.459999,58.459999,12311600
2023-09-15,58.410000,58.639999,57.750000,57.939999,57.939999,55690500
2023-09-18,57.980000,58.349998,57.630001,58.299999,58.299999,13617400
2023-09-19,58.259998,58.389999,57.919998,58.180000,58.180000,11998900
2023-09-20,58.299999,58.830002,58.080002,58.439999,58.439999,14766600
2023-09-21,58.369999,58.419998,57.419998,57.540001,57.540001,15941800
2023-09-22,57.849998,57.970001,57.500000,57.599998,57.599998,14644100
2023-09-25,57.400002,57.490002,56.740002,57.000000,57.000000,12358800
2023-09-26,56.730000,56.900002,56.400002,56.529999,56.529999,11194700
2023-09-27,56.419998,56.529999,55.680000,55.950001,55.950001,13766300
2023-09-28,56.230000,56.320000,55.700001,55.810001,55.810001,12484800
2023-09-29,56.139999,56.270000,55.619999,55.980000,55.980000,12270000
2023-10-02,55.910000,56.009998,55.080002,55.480000,55.480000,11792500
2023-10-03,55.160000,55.430000,54.779999,54.880001,54.880001,13604200
2023-10-04,54.889999,55.279999,54.709999,55.040001,55.040001,12100500
2023-10-05,54.740002,54.950001,52.240002,52.380001,52.380001,29878100
2023-10-06,52.040001,53.290001,51.549999,53.139999,53.139999,30292000
2023-10-09,52.959999,53.150002,52.110001,52.880001,52.880001,15704700
2023-10-10,54.130001,54.330002,53.560001,54.029999,54.029999,20909700
2023-10-11,54.220001,54.279999,53.020000,53.709999,53.709999,21138900
2023-10-12,53.759998,53.830002,52.430000,52.810001,52.810001,19330400
2023-10-13,52.740002,53.419998,52.639999,52.889999,52.889999,14494600
2023-10-16,53.020000,53.560001,52.840000,53.430000,53.430000,12816800
2023-10-17,53.310001,54.099998,53.209999,54.070000,54.070000,16457200
2023-10-18,54.099998,54.529999,53.919998,54.049999,54.049999,12809500
2023-10-19,54.160000,54.759998,53.860001,54.349998,54.349998,16202200
2023-10-20,54.529999,55.020000,54.439999,54.570000,54.570000,15674600
2023-10-23,54.380001,54.889999,54.049999,54.080002,54.080002,21212700
2023-10-24,55.650002,56.169998,55.299999,55.639999,55.639999,25290800
2023-10-25,55.759998,56.220001,55.560001,56.119999,56.119999,16701000
2023-10-26,56.369999,56.630001,55.720001,55.779999,55.779999,16228400
2023-10-27,55.549999,56.139999,55.099998,55.240002,55.240002,13626500
2023-10-30,55.430000,56.279999,55.419998,56.150002,56.150002,15014300
2023-10-31,56.570000,56.720001,56.150002,56.490002,56.490002,16639400
2023-11-01,56.799999,56.880001,56.259998,56.439999,56.439999,14110800
2023-11-02,56.500000,57.150002,56.360001,57.090000,57.090000,13087200
2023-11-03,57.400002,57.590000,56.700001,56.740002,56.740002,13956500
2023-11-06,56.779999,57.279999,56.740002,56.970001,56.970001,12673200
2023-11-07,56.919998,57.400002,56.730000,57.180000,57.180000,10449300
2023-11-08,57.320000,57.470001,56.919998,57.090000,57.090000,13744000
2023-11-09,57.029999,57.139999,56.369999,56.660000,56.660000,12021100
2023-11-10,56.869999,56.930000,56.060001,56.720001,56.720001,11678900
2023-11-13,56.619999,57.099998,56.599998,56.930000,56.930000,12798200
2023-11-14,57.020000,57.240002,56.810001,57.099998,57.099998,12697100
2023-11-15,57.299999,57.340000,56.750000,57.209999,57.209999,10201900
2023-11-16,57.250000,57.529999,56.810001,57.150002,57.150002,16010400
2023-11-17,57.189999,57.340000,56.700001,57.259998,57.259998,14475800
